incident_name,incident_is_final,incident_date_last_update,incident_date_created,incident_administrative_unit,incident_administrative_unit_url,incident_county,incident_location,incident_acres_burned,incident_containment,incident_control,incident_cooperating_agencies,incident_longitude,incident_latitude,incident_type,incident_id,incident_url,incident_date_extinguished,incident_dateonly_extinguished,incident_dateonly_created,is_active,calfire_incident,notification_desired
Gilman Fire,Y,2020-05-19T12:01:22Z,2020-05-18T13:38:14Z,CAL FIRE / Riverside County Fire ,,Riverside,"Gilman Springs Road and Slegers Street, Southeast of Moreno Valley",20,100,,CAL FIRE / Riverside County Fire ,-117.024114,33.861054,Wildfire,3788f0dd-0d61-4458-95a2-ebda03b815b2,https://www.fire.ca.gov/incidents/2020/5/18/gilman-fire/,2020-05-18T18:11:00Z,2020-05-18,2020-05-18,N,TRUE,FALSE
Acres Fire,Y,2020-05-21T19:20:59Z,2020-05-21T11:30:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,Near Road 602 and Road 603,152,100,,,-119.982359,37.11715,Wildfire,0fa5653a-c3c8-4aad-84ce-8d1dd74f211b,https://www.fire.ca.gov/incidents/2020/5/21/acres-fire/,,,2020-05-21,N,FALSE,FALSE
Spanish Fire ,Y,2020-05-23T14:42:38Z,2020-05-22T15:27:09Z,CAL FIRE Sonoma Lake Napa Unit ,,Napa,"Spanish Valley Trail and Stagecoach Canyon, Northwest of Lake Berryessa",20,100,,,-122.403634,38.697834,Wildfire,adbbc326-9f9a-434d-b18b-67a44f3906e5,https://www.fire.ca.gov/incidents/2020/5/22/spanish-fire/,2020-05-23T14:00:00Z,2020-05-23,2020-05-22,N,FALSE,FALSE
Range Fire,Y,2020-05-28T08:23:28Z,2020-05-27T19:33:55Z,Department of Defense,,San Luis Obispo,Range M22 Camp Roberts Military Reserve,5000,100,"The Range Fire started May 27, 2020 near Range M22 Camp Roberts Military Reserve, north of San Luis Obispo in San Luis Obispo County.",Department of Defense,-120.70524,35.34237,Wildfire,53d70cde-ef0f-49c1-80a9-dc306a8cc043,https://www.fire.ca.gov/incidents/2020/5/27/range-fire/,2020-05-28T06:45:00Z,2020-05-28,2020-05-27,N,FALSE,FALSE
Harley Fire,Y,2020-05-28T21:18:24Z,2020-05-28T17:08:59Z,CAL FIRE / Riverside County Fire ,,Riverside,"19000 Block of Gustin Road, East of Lake Mathews",60,100,,,-117.34934,33.83167,Wildfire,57f40970-22b5-4d75-a8f2-2482a18f5bca,https://www.fire.ca.gov/incidents/2020/5/28/harley-fire/,2020-05-28T20:30:00Z,2020-05-28,2020-05-28,N,TRUE,FALSE
Creek Fire,Y,2020-05-30T18:06:45Z,2020-05-30T17:48:59Z,CAL FIRE Santa Clara Unit,,Contra Costa,"Round Valley Regional Park,  southwest of  Brentwood in Contra Costa County",60,50,,,-86.8616,35.9994,Wildfire,0e1e69d4-cb59-4228-8c55-f18e6b5ad71c,https://www.fire.ca.gov/incidents/2020/5/30/creek-fire/,,,2020-05-30,N,TRUE,FALSE
Acres Fire,Y,2020-06-01T17:30:29Z,2020-06-01T15:29:05Z,CAL FIRE Madera-Mariposa-Merced Unit,,Madera,"Road 600 and Road 603,",237,100,,,-119.93221,37.11806,Wildfire,8ad07f5d-c8eb-43c3-94d5-547ee9c0e5cd,https://www.fire.ca.gov/incidents/2020/6/1/acres-fire/,,,2020-06-01,N,TRUE,FALSE
Scorpion Fire,Y,2020-06-01T18:06:04Z,2020-05-31T18:09:09Z,,,Santa Barbara,Scorpion Valley on Santa Cruz Island in Santa Barbara county,1395,100,,Channel Islands National Park,-119.74577,34.01389,Wildfire,7a979a96-aeab-4afd-b55f-532882f36a6b,https://www.fire.ca.gov/incidents/2020/5/31/scorpion-fire/,,,2020-05-31,N,FALSE,FALSE
Nash Fire,Y,2020-06-01T19:10:03Z,2020-06-01T17:41:59Z,CAL FIRE Mendocino Unit,,Mendocino,Nash Mill Rd and Big Meadow Rd,10,100,,,-123.48018,39.1296,Wildfire,0b723ec6-680d-464b-ba30-b444506ceb44,https://www.fire.ca.gov/incidents/2020/6/1/nash-fire/,,,2020-06-01,N,FALSE,FALSE
Horn Fire ,Y,2020-06-02T18:33:56Z,2020-06-02T17:01:52Z,Northern California District - Susanville,,Lassen,"Horn Road and Mail Route Road, east of Ravendale in Lassen County. ",37,100,,,-120.288882,40.809323,Wildfire,0eca3343-e9f9-4d09-9fc3-95ab90b153ae,https://www.fire.ca.gov/incidents/2020/6/2/horn-fire/,2020-06-02T18:33:00Z,2020-06-02,2020-06-02,N,FALSE,FALSE
Silver Fire,Y,2020-06-04T17:37:30Z,2020-06-04T07:38:05Z,CAL FIRE Santa Clara Unit,,Santa Clara,"Dutch Flat Trail, East of San Jose",19,100,,,-121.726223,37.329163,Wildfire,0416a81f-0a17-4835-b05e-fe59a6e7379a,https://www.fire.ca.gov/incidents/2020/6/4/silver-fire/,,,2020-06-04,N,FALSE,FALSE
Karchner Fire,Y,2020-06-05T12:33:42Z,2020-06-05T09:04:00Z,CAL FIRE Nevada Yuba Placer Unit ,,Placer,"Karchner Road and Riosa Road, East of Wheatland",39,100,,,-121.340239,38.98487,Wildfire,57a6f6b7-eba1-4ed7-ba7b-6b078b06731d,https://www.fire.ca.gov/incidents/2020/6/5/karchner-fire/,2020-06-05T12:32:00Z,2020-06-05,2020-06-05,N,TRUE,FALSE
Lakeville Fire,Y,2020-06-06T18:39:42Z,2020-06-05T16:56:55Z,CAL FIRE Sonoma Lake Napa Unit ,,Sonoma,"Lakeville Highway and Stage Gulch Road, Southeast of Petaluma",141,100,,,-122.549816,38.224849,Wildfire,db5ad2e7-dc3d-41f2-91b4-4019857ee51e,https://www.fire.ca.gov/incidents/2020/6/5/lakeville-fire/,2020-06-06T18:37:00Z,2020-06-06,2020-06-05,N,TRUE,FALSE
Colleen Fire,Y,2020-06-07T07:43:06Z,2020-06-04T19:36:47Z,Unified Command: CAL FIRE Santa Clara Unit and City of San Jose,,Santa Clara,"Colleen Dr, South San Jose",126,100,Evacuations in progress,City of San Jose,-121.851895,37.229703,Wildfire,3837f75a-208d-41d0-8d89-5719a11912ef,https://www.fire.ca.gov/incidents/2020/6/4/colleen-fire/,2020-06-07T07:42:00Z,2020-06-07,2020-06-04,N,FALSE,FALSE
Willow Fire ,Y,2020-06-07T07:55:42Z,2020-06-06T18:00:51Z,CALFIRE Santa Clara Unit ,,Contra Costa,"Willow Pass Court and Evora Road, Northeast of Concord",100,100,,,-122.002811,37.994368,Wildfire,b5527f83-ebbe-4b09-a701-4b4fe6d37b45,https://www.fire.ca.gov/incidents/2020/6/6/willow-fire/,2020-06-07T07:52:00Z,2020-06-07,2020-06-06,N,FALSE,FALSE
Bitterwater Fire,Y,2020-06-08T14:42:39Z,2020-06-07T14:43:51Z,CAL FIRE San Benito-Monterey,,Monterey,"off Bitterwater road, northeast of King City in Monterey County. ",211,100,,,-121.0781,36.2644,Wildfire,9247b89a-38f0-4e14-ac4a-59386cf867b4,https://www.fire.ca.gov/incidents/2020/6/7/bitterwater-fire/,,,2020-06-07,N,TRUE,FALSE
Gulch Fire,Y,2020-06-08T18:33:16Z,2020-06-06T16:19:20Z,CAL FIRE Sonoma Lake Napa Unit ,,Sonoma,"Stage Gulch Road and  Lakeville Highway, North of Lakeville",107,100,,,-122.536406,38.216134,Wildfire,e3e89516-4647-44bf-bd24-3293303f0776,https://www.fire.ca.gov/incidents/2020/6/6/gulch-fire/,2020-06-08T18:30:00Z,2020-06-08,2020-06-06,N,TRUE,FALSE
Oak Fire,Y,2020-06-08T20:50:06Z,2020-06-08T20:50:06Z, CAL FIRE Riverside County Fire Department,,Riverside,"45000 Block of Castile Canyon Road, East of San Jacinto in Riverside County is 15 acres.",20,100,,,-116.89655,33.78275,Wildfire,fdd59b55-6aa2-442f-b788-e1291bb49cb1,https://www.fire.ca.gov/incidents/2020/6/8/oak-fire/,2020-06-08T20:46:00Z,2020-06-08,2020-06-08,N,TRUE,FALSE
Bradley Fire ,Y,2020-06-09T12:24:17Z,2020-06-08T16:16:07Z,CAL FIRE San Benito Monterey Unit ,,Monterey,"Sargents Canyon and Alvardo Road, North of Bradley",230,100,,,-120.81509,35.94979,Wildfire,6b50bab1-7dcf-43c8-b4d1-afada595dd32,https://www.fire.ca.gov/incidents/2020/6/8/bradley-fire/,2020-06-09T12:24:00Z,2020-06-09,2020-06-08,N,TRUE,FALSE
Grand Fire,Y,2020-06-09T12:24:46Z,2020-06-08T15:45:17Z,CAL FIRE / Riverside County Fire ,,Riverside,"S Main Divide Road near DeCariso Road, West of Lake Elsinore ",27,100,,CAL FIRE / Riverside County Fire ,-117.37581,33.638067,Wildfire,8a4b6636-55b6-4999-9de4-7b0cb22390a2,https://www.fire.ca.gov/incidents/2020/6/8/grand-fire/,2020-06-09T09:51:00Z,2020-06-09,2020-06-08,N,TRUE,FALSE
Hunters Fire,Y,2020-06-10T07:03:48Z,2020-06-07T19:15:00Z,CAL FIRE Madera-Mariposa-Merced Unit,,Mariposa, Hunters Valley Road and Detwiler Road in Mariposa County. ,85,100,,,-120.215454,37.61955,Wildfire,876b63ff-62a2-4584-8aa2-d99f027c0e9f,https://www.fire.ca.gov/incidents/2020/6/7/hunters-fire/,2020-06-10T07:03:00Z,2020-06-10,2020-06-07,N,TRUE,FALSE
Brock Fire,Y,2020-06-10T07:31:01Z,2020-06-04T16:36:17Z,U.S Forest Service - Shasta-Trinity National Forest,,Shasta,"Lake Shasta, West of Round Mountain",15,100,,,-122.097933,40.837885,Wildfire,a5085c95-252d-4d1c-9e8a-6657a74b7ed5,https://www.fire.ca.gov/incidents/2020/6/4/brock-fire/,2020-06-04T07:30:00Z,2020-06-04,2020-06-04,N,FALSE,FALSE
Wildlife Fire,Y,2020-06-10T09:27:21Z,2020-06-03T18:26:25Z,Suisun City Fire Department,,Solano,Kellogg St and Maple St,300,100,,,-122.042199,38.232281,Wildfire,2672d8d0-6523-40da-ae4e-6ae6d48e810a,https://www.fire.ca.gov/incidents/2020/6/3/wildlife-fire/,2020-06-04T09:26:00Z,2020-06-04,2020-06-03,N,FALSE,FALSE
McGary Fire ,Y,2020-06-10T15:11:25Z,2020-06-05T17:09:00Z,Cordelia Fire Department,,Solano,"McGary Road and Highway 80, Southwest of Cordelia",79,100,,Cordelia Fire Department,-122.156313,38.196893,Wildfire,5698ae57-d61f-421b-8b75-623e9aa6debb,https://www.fire.ca.gov/incidents/2020/6/5/mcgary-fire/,2020-06-05T15:10:00Z,2020-06-05,2020-06-05,N,FALSE,FALSE
Cronan Fire ,Y,2020-06-10T18:11:53Z,2020-06-09T14:35:25Z,CAL FIRE Amador-El Dorado Unit,,El Dorado,"at Cronan Ranch off of Pedro Hill, near the community of Pilot Hill",29,100,,,-120.988571,38.827755,Wildfire,d77e9eeb-a4ed-41b8-adff-9dd99aac5971,https://www.fire.ca.gov/incidents/2020/6/9/cronan-fire/,,,2020-06-09,N,TRUE,FALSE
Vineyard Fire ,Y,2020-06-10T18:59:05Z,2020-06-09T15:22:55Z,CAL FIRE Mendocino Unit ,,Mendocino,"Highway 128 and Elkhorn Road, South of Yorkville",151,100,,"Cooperating Agencies: CAL FIRE, Anderson Valley Fire Department and Hopland Fire Protection District",-123.21318,38.89695,Wildfire,dc1f8080-9c95-40e3-859b-71f6a080f05b,https://www.fire.ca.gov/incidents/2020/6/9/vineyard-fire/,2020-06-10T18:57:00Z,2020-06-10,2020-06-09,N,TRUE,FALSE
Watt Fire,Y,2020-06-11T20:51:28Z,2020-06-11T18:25:12Z,CAL FIRE Nevada-Yuba-Placer Unit,,Placer,PFE Rd and Watt Ave,40,100,Acreage change due to better mapping.,,-121.378879,38.733421,Wildfire,e86309b6-2223-4448-a7a2-bb83d4bc8352,https://www.fire.ca.gov/incidents/2020/6/11/watt-fire/,2020-06-11T20:46:00Z,2020-06-11,2020-06-11,N,TRUE,FALSE
Border 7 Fire,Y,2020-06-13T18:00:48Z,2020-06-11T16:57:46Z,CAL FIRE San Diego Unit,,San Diego,Marron Valley,90,100,,,-116.690712,32.580882,Wildfire,203115aa-8ef9-436c-9d18-32613f9fa286,https://www.fire.ca.gov/incidents/2020/6/11/border-7-fire/,2020-06-13T18:00:00Z,2020-06-13,2020-06-11,N,TRUE,FALSE
Hopland Fire,Y,2020-06-14T07:40:56Z,2020-06-13T18:52:54Z, CAL FIRE Mendocino Unit,,Mendocino,"Highway 101, southwest of Hopland",34,100,,,-80.49163,39.14783,Wildfire,2aa93d4d-809e-42ed-8025-7449711f667d,https://www.fire.ca.gov/incidents/2020/6/13/hopland-fire/,2020-06-14T07:36:00Z,2020-06-14,2020-06-13,N,TRUE,FALSE
Skyline Fire,Y,2020-06-14T18:48:11Z,2020-06-11T13:08:40Z,CAL FIRE San Diego Unit,,San Diego,Skyline Truck Trail,100,100,Forward spread stopped. Evacuations Lifted,"Cooperating Agencies: SDSO, U.S. Forest Service ",-116.7862,32.73044,Wildfire,36e3b13b-c2d3-44f5-ba9f-23c1e9f73878,https://www.fire.ca.gov/incidents/2020/6/11/skyline-fire/,2020-06-14T18:47:00Z,2020-06-14,2020-06-11,N,TRUE,FALSE
Cornetts Fire,Y,2020-06-16T19:19:03Z,2020-06-13T14:27:51Z,CALFIRE Madera-Mariposa-Merced Unit,,Mariposa,Cornetts Road and Old Highway South,191,100,,,-120.08522,37.40827,Wildfire,44bf7479-689e-4203-9f38-8b05917db66b,https://www.fire.ca.gov/incidents/2020/6/13/cornetts-fire/,2020-06-16T19:17:00Z,2020-06-16,2020-06-13,N,TRUE,FALSE
Drum Fire,Y,2020-06-16T19:22:38Z,2020-06-14T15:03:45Z,Lead agency: Santa Barbara County Fire,,Santa Barbara,"Drum Canyon Road and Highway 246, west of Buellton",696,100,,Santa Barbara County Fire,-120.28867,34.63309,Wildfire,b19c7e40-eac0-4c33-9414-590752f5c100,https://www.fire.ca.gov/incidents/2020/6/14/drum-fire/,,,2020-06-14,N,FALSE,FALSE
Grant Fire,Y,2020-06-17T08:11:28Z,2020-06-12T12:41:17Z,CAL FIRE Amador-El Dorado Unit,,Sacramento,Grantline Road and Keifer Blvd,5042,100,,"Sac Metro, Folsom FD, Cosumnes FD, USFS, Rescue FD, El Dorado Hills FPD, Cameron Park FD, Wilton FD, Bureau of Indian Affairs, Sac Sheriff’s Office, CHP, Rancho Cordova Police, Folsom Police, PG&E, SMUD",-121.201927,38.520981,Wildfire,86e91f38-4e2e-406f-ad97-5a3b47a9ce76,https://www.fire.ca.gov/incidents/2020/6/12/grant-fire/,2020-06-17T08:11:00Z,2020-06-17,2020-06-12,N,TRUE,FALSE
Dawson Fire ,Y,2020-06-17T08:27:01Z,2020-06-13T18:32:06Z,CAL FIRE Riverside County Fire,,Riverside,Dawson Canyon Road and Park Canyon Road ,10,100,,,-117.461925,33.776033,Wildfire,90d7bf99-5b46-4a48-a07c-7468829e50b3,https://www.fire.ca.gov/incidents/2020/6/13/dawson-fire/,2020-06-13T08:26:00Z,2020-06-13,2020-06-13,N,TRUE,FALSE
Smoketree Fire,Y,2020-06-17T08:35:01Z,2020-06-02T19:38:16Z,City of Palm Springs City Fire/ California Desert District,,Riverside,East Murray Canyon Dr and S Toledo Ave,129,100,,,-116.524014,33.782532,Wildfire,94b147a7-68ac-4e60-ba42-81fce8facd30,https://www.fire.ca.gov/incidents/2020/6/2/smoketree-fire/,2020-06-07T08:34:00Z,2020-06-07,2020-06-02,N,FALSE,FALSE
Lime Fire,Y,2020-06-17T13:43:05Z,2020-06-10T18:30:38Z,"Unified Command: CAL FIRE, Ventura County Fire Department and Las Padres National Forrest",,Ventura,"Lime Canyon Rd and Piru Canyon Rd, west of Lake Piru     ",803,100,,Ventura County Fire Department,-118.77347,34.46182,Wildfire,4561c1c7-f447-4450-9ea8-f9717ee19f8d,https://www.fire.ca.gov/incidents/2020/6/10/lime-fire/,2020-06-17T13:42:00Z,2020-06-17,2020-06-10,N,TRUE,FALSE
Riata Fire ,Y,2020-06-17T14:59:47Z,2020-06-16T14:44:53Z,CAL FIRE San Luis Obispo Unit,,San Luis Obispo,"5900 Block West Pozo Road near Hwy 58, East of Santa Margarita",18,100,,,-120.56823,35.40953,Wildfire,2250dea8-20a0-4e5e-b86e-bfe7821892c2,https://www.fire.ca.gov/incidents/2020/6/16/riata-fire/,2020-06-17T14:59:00Z,2020-06-17,2020-06-16,N,TRUE,FALSE
Gyle Fire,Y,2020-06-17T18:17:25Z,2020-06-17T16:39:25Z,CAL FIRE Tehama-Glenn Unit,,Tehama,"Interstate 5 and Gyle Road, north of Corning",68,100,,,-122.205628,40.000132,Wildfire,5a06793f-5f95-411b-9cce-b340ddd72061,https://www.fire.ca.gov/incidents/2020/6/17/gyle-fire/,,,2020-06-17,N,TRUE,FALSE
Nelson Fire ,Y,2020-06-17T19:22:36Z,2020-06-17T12:54:12Z,CAL FIRE/Butte County Fire Department,,Butte,"Nelson Ave and 16th St, Oroville",95,100,,Butte County Sheriff's Office,-121.60037,39.52408,Wildfire,fc3411f0-f9e0-4d0c-86a3-71afbac23f4a,https://www.fire.ca.gov/incidents/2020/6/17/nelson-fire/,2020-06-17T19:20:00Z,2020-06-17,2020-06-17,N,TRUE,FALSE
Liberty Fire,Y,2020-06-18T10:44:50Z,2020-06-17T15:49:46Z,CAL FIRE Amador-El Dorado Unit,,San Joaquin,"Liberty Rd and Hwy 88, east of Galt",89,100,,"Cooperating Agencies: Buena Vista Rancheria Fire Dept., Clements Rural Fire Protection District., Liberty Rural County Fire Protection District, U.S. Forest Service, CHP, San Joaquin Sheriff’s Office, PG&E",-121.20828,38.23432,Wildfire,7fc52805-21d4-4a56-b711-859d8c39e704,https://www.fire.ca.gov/incidents/2020/6/17/liberty-fire/,2020-06-18T10:44:00Z,2020-06-18,2020-06-17,N,TRUE,FALSE
Nelson Fire,Y,2020-06-18T19:24:38Z,2020-06-18T16:56:59Z,CAL FIRE Nevada-Yuba-Placer Unit,,Placer,"Nelson Rd and Rockwell Ln, west of Lincoln",110,100,,,-121.33956,38.89178,Wildfire,2a79a833-693d-4dff-a199-c93b5a3ebe39,https://www.fire.ca.gov/incidents/2020/6/18/nelson-fire/,2020-06-18T19:24:00Z,2020-06-18,2020-06-18,N,TRUE,FALSE
Baker Fire,Y,2020-06-18T19:34:33Z,2020-06-17T20:22:58Z,Kern County Fire Department,,Kern,"Bena Rd and Caliente Bodfish Rd, east of Bakersfield  ",165,100,,Kern County Fire Department,-118.6894,35.27678,Wildfire,c276a99a-8208-4402-b538-1e50aae50d63,https://www.fire.ca.gov/incidents/2020/6/17/baker-fire/,2020-06-18T19:17:00Z,2020-06-18,2020-06-17,N,FALSE,FALSE
Honcut Fire,Y,2020-06-20T19:14:48Z,2020-06-20T14:24:00Z,CALFIRE Butte Unit,,Butte,"Palermo Honcut Hwy and Four Junes Way, south of Palermo",89,100,,,-121.53976,39.36894,Wildfire,a1959cb6-24e4-45e6-bcca-b792abe932ce,https://www.fire.ca.gov/incidents/2020/6/20/honcut-fire/,2020-06-20T19:14:00Z,2020-06-20,2020-06-20,N,TRUE,FALSE
East Fire,Y,2020-06-21T09:57:32Z,2020-06-20T17:23:41Z,CALFIRE Lassen-Modoc Unit,,Modoc,County Road 79 and East 19th Street,11,100,Forward spread stopped,,-120.54161,41.5017,Wildfire,d7f02c71-a8b5-440a-b4a8-b8e011e214e3,https://www.fire.ca.gov/incidents/2020/6/20/east-fire/,,,2020-06-20,N,TRUE,FALSE
Stage Fire,Y,2020-06-22T19:12:25Z,2020-06-21T21:50:06Z,CAL FIRE San Benito Unit ,,Monterey,"  Old Stage Road and Williams Road, Northeast of Salinas",52,100,,,-121.57407,36.69845,Wildfire,d0e31652-2b1e-4316-a1e0-c18ecb4ddbd7,https://www.fire.ca.gov/incidents/2020/6/21/stage-fire/,2020-06-22T19:12:00Z,2020-06-22,2020-06-21,N,TRUE,FALSE
Teddy Fire,Y,2020-06-25T08:53:58Z,2020-06-18T22:33:51Z,CAL FIRE Butte Unit/Butte County Fire Department,,Butte,"Teddy Lane and Bangor Park Rd., Bangor",13,100,,,-121.45372,39.37577,Wildfire,036cc8f1-ab4e-488c-8c46-86ebbb176d3e,https://www.fire.ca.gov/incidents/2020/6/18/teddy-fire/,2020-06-18T08:53:00Z,2020-06-18,2020-06-18,N,TRUE,FALSE
River Fire,Y,2020-06-25T09:05:06Z,2020-06-22T13:55:00Z,,,San Luis Obispo,"River Road and Creston Road, West of Paso Robles",15,100,,Paso Robles Fire Department ,-120.68326,35.62906,Wildfire,58e5665a-7aff-4f14-8ebe-490e73d3d37a,https://www.fire.ca.gov/incidents/2020/6/22/river-fire/,2020-06-23T09:04:00Z,2020-06-23,2020-06-22,N,FALSE,FALSE
Ridge Fire,Y,2020-06-25T09:07:34Z,2020-06-17T16:54:46Z,,,Monterey,"Plasket Ridge Road and S Coast Ridge Road, North of Gorda",83,100,,Los Padres National Forest ,-121.42113,35.9497,Wildfire,0cb8b199-ab94-42a5-a441-db7f272b170c,https://www.fire.ca.gov/incidents/2020/6/17/ridge-fire/,2020-06-22T09:07:00Z,2020-06-22,2020-06-17,N,FALSE,FALSE
India Fire,Y,2020-06-25T09:23:48Z,2020-06-09T21:51:40Z,Camp Pendleton,,San Diego,"Roblar Rd and Basilone Rd, Camp Pendleton Marine Corps Base",1100,100,,,-117.47166,33.37579,Wildfire,21f49b4c-a5cd-4f17-90fd-b9f464b823c1,https://www.fire.ca.gov/incidents/2020/6/9/india-fire/,2020-06-12T09:23:00Z,2020-06-12,2020-06-09,N,FALSE,FALSE
Hunter Fire,Y,2020-06-25T18:55:30Z,2020-06-21T16:29:28Z,CAL FIRE San Benito Unit ,,Monterey,"River Road and Interlake Road, South of Lockwood",195,100,,,-121.08753,35.90835,Wildfire,c50ced87-e83c-406c-b349-49cad87e680f,https://www.fire.ca.gov/incidents/2020/6/21/hunter-fire/,2020-06-25T18:55:00Z,2020-06-25,2020-06-21,N,TRUE,FALSE
Sycamore Fire,Y,2020-06-26T18:04:12Z,2020-06-23T08:23:48Z,CAL FIRE Fresno County Fire,,Fresno,Sycamore Road and Coyote Drive Southeast of Tollhouse,19,100,,,-119.33439,36.97511,Wildfire,c5071feb-80ec-4fbb-9d2f-eee1f1cea68a,https://www.fire.ca.gov/incidents/2020/6/23/sycamore-fire/,2020-06-26T18:04:00Z,2020-06-26,2020-06-23,N,TRUE,FALSE
Diablo Fire,Y,2020-06-26T18:32:50Z,2020-06-25T06:47:01Z,CAL FIRE Santa Clara Unit,,Stanislaus,Del Puerto Canyon and Diablo Grande,202,100,,,-121.18355,37.462650000000000,Wildfire,64b9cf19-314a-4986-ae35-cf89f1f8bc2a,https://www.fire.ca.gov/incidents/2020/6/25/diablo-fire/,2020-06-26T18:32:00Z,2020-06-26,2020-06-25,N,TRUE,FALSE
Indian Fire,Y,2020-06-28T20:11:23Z,2020-06-26T17:07:51Z,CAL FIRE/Riverside County Fire Department,,Riverside,"Wheeler Rd and Tripp Flats Rd, community of Anza",59,100,,,-116.750925,33.565093,Wildfire,b13b3fea-fd2f-4c14-925b-63737df97f2e,https://www.fire.ca.gov/incidents/2020/6/26/indian-fire/,,,2020-06-26,N,TRUE,FALSE
58 Fire,Y,2020-06-29T07:00:24Z,2020-06-24T17:49:08Z,CAL FIRE Riverside County Fire ,,Riverside,"Van Buren Street and Avenue 58, Thermal",12,100,,CAL FIRE Riverside County Fire ,-115.96594,33.27665,Wildfire,5b8b9b63-9cc6-4d55-9502-87009d75732c,https://www.fire.ca.gov/incidents/2020/6/24/58-fire/,2020-06-27T06:58:00Z,2020-06-27,2020-06-24,N,TRUE,FALSE
Bend Fire,Y,2020-06-29T07:06:13Z,2020-06-25T17:28:46Z,BLM California Central District,,San Luis Obispo,"Belmont Trail and Bend Rd, California Valley ",263,100,,BLM California Central District ,-119.88048,35.30742,Wildfire,d10cd103-f627-497d-a338-6430438ed7fb,https://www.fire.ca.gov/incidents/2020/6/25/bend-fire/,2020-06-28T07:06:00Z,2020-06-28,2020-06-25,N,FALSE,FALSE
Muck Fire ,Y,2020-06-29T18:49:13Z,2020-06-29T12:35:41Z,CAL FIRE Lassen- Modoc Unit ,,Lassen,"Highway 299 and Muck Valley Road, South of Nubieber",12,100,,,-121.2199939,41.0336731,Wildfire,58a3d354-a532-440e-bfa8-aca414cf4cd0,https://www.fire.ca.gov/incidents/2020/6/29/muck-fire/,2020-06-29T18:49:00Z,2020-06-29,2020-06-29,N,TRUE,FALSE
R-2 Fire,Y,2020-07-02T14:21:37Z,2020-06-23T21:12:11Z,Bureau of Land Management Northern California District,,Lassen,"Highway 395 and Smoke Creek Rod, Northeast of Susanville",563,100,,Bureau of Land Management Northern California District ,-120.28147,40.43203,Wildfire,7d7f682a-0266-4758-93e6-795488af0687,https://www.fire.ca.gov/incidents/2020/6/23/r-2-fire/,2020-06-26T18:00:00Z,2020-06-26,2020-06-23,N,FALSE,FALSE
R-3 Fire,Y,2020-07-02T14:22:13Z,2020-06-24T07:49:19Z,,,Lassen,Skedaddle Ranch Road and Spencer Basin Road Northeast of Herlong,210,100,,Bureau of Land Management Northern California District – Susanville,-120.04635,40.44793,Wildfire,54364494-e201-476a-8dc7-fbf2e0f94f60,https://www.fire.ca.gov/incidents/2020/6/24/r-3-fire/,2020-06-26T18:00:00Z,2020-06-26,2020-06-24,N,FALSE,FALSE
Pass Fire,Y,2020-07-03T07:34:59Z,2020-06-28T13:28:53Z,CAL FIRE Madera-Mariposa-Merced Unit,,Merced,"Hwy 152 and Dinosaur Point Rd, near Santa Nella",2192,100,,,-121.21912,37.06641,Wildfire,a9397846-b830-4a42-a7e6-d2be9684a989,https://www.fire.ca.gov/incidents/2020/6/28/pass-fire/,2020-07-03T07:34:00Z,2020-07-03,2020-06-28,N,TRUE,FALSE
Gage Fire,Y,2020-07-03T11:06:37Z,2020-06-28T15:58:46Z,CAL FIRE San Luis Obispo Unit,,San Luis Obispo,Running Deer Rd and Gage Irving Road,33,100,,,-120.96759,35.69993,Wildfire,a6c54f7f-20f5-4c3b-a27b-745d7274def6,https://www.fire.ca.gov/incidents/2020/6/28/gage-fire/,2020-06-28T11:06:00Z,2020-06-28,2020-06-28,N,TRUE,FALSE
Aurora Fire,Y,2020-07-03T11:08:11Z,2020-06-26T15:13:24Z,BLM Central California District,,Mono,"Bodie Rd, east of Bridgeport",280,100,,BLM California Central District,-119.00289,38.22554,Wildfire,5b2b1489-ad5b-4104-b267-fdd61c0c48e9,https://www.fire.ca.gov/incidents/2020/6/26/aurora-fire/,2020-07-02T11:07:00Z,2020-07-02,2020-06-26,N,FALSE,FALSE
Avacado Fire,Y,2020-07-03T19:15:31Z,2020-06-30T15:43:01Z,CAL FIRE Butte Unit ,,Butte,"Bangor Park Road and Teddy Lane, West of Bangor  ",136,100,,,-121.4319,39.3784,Wildfire,fd24cc01-1057-4572-a83b-1775d49f42f7,https://www.fire.ca.gov/incidents/2020/6/30/avacado-fire/,2020-07-03T19:15:00Z,2020-07-03,2020-06-30,N,TRUE,FALSE
Cotton Fire,Y,2020-07-05T07:30:23Z,2020-07-05T07:30:23Z,CAL FIRE Madera-Mariposa-Merced Unit ,,Merced,"Hwy 152 and Lower Cottonwood Hunting Area, West of Santa Nella",100,100,,,-121.086625,37.091637,Wildfire,a7138f52-b933-4054-ae63-5f8e1e950be3,https://www.fire.ca.gov/incidents/2020/7/5/cotton-fire/,,,2020-07-05,N,TRUE,FALSE
